,full_name,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power
17634,mahindra scorpio,5.19,2013,Dealer,71000,First Owner,Diesel,Manual,14.0,2523,75.0
17635,maruti alto,3.0,2017,Dealer,26000,First Owner,CNG,Manual,24.65,796,40.3
17636,mahindra bolero,4.2,2013,Individual,110000,First Owner,Diesel,Manual,15.96,2523,62.1
17637,mahindra renault,1.1,2009,Dealer,59376,First Owner,Petrol,Manual,15.7,1390,76.0
17638,maruti swift,3.5,2012,Individual,61907,First Owner,Diesel,Manual,23.4,1248,74.0
17639,maruti swift,2.55,2011,Individual,150000,First Owner,Diesel,Manual,22.9,1248,74.0
17640,jaguar xf,27.9,2015,Dealer,50000,First Owner,Diesel,Automatic,16.36,2179,187.7
17641,maruti swift,3.5,2020,Dealer,76165,First Owner,Diesel,Manual,19.3,1248,73.9
17642,maruti vitara,8.85,2017,Dealer,53100,First Owner,Diesel,Manual,24.3,1248,88.5
17643,nissan micra,2.6,2014,Individual,70000,First Owner,Petrol,Automatic,19.34,1198,76.0
17644,hyundai venue,10.5,2019,Individual,20000,First Owner,Diesel,Manual,23.7,1396,88.7
17645,volkswagen vento,3.75,2012,Dealer,63000,First Owner,Diesel,Manual,20.54,1598,103.6
17646,kia seltos,17.5,2019,Individual,10000,First Owner,Petrol,Automatic,16.8,1353,138.0
17647,hyundai verna,11.5,2018,Individual,20000,First Owner,Petrol,Manual,17.0,1591,121.3
17648,honda city,9.0,2018,Dealer,31000,First Owner,Petrol,Manual,17.4,1497,117.3
17649,maruti swift,5.9,2015,Individual,30000,First Owner,Diesel,Manual,25.2,1248,74.0
17650,toyota innova,16.5,2017,Dealer,65000,First Owner,Diesel,Manual,13.68,2393,147.51
17651,hyundai grand,4.99,2018,Dealer,13000,First Owner,Petrol,Manual,18.9,1197,81.86
17652,toyota innova,17.5,2016,Individual,90000,First Owner,Diesel,Manual,13.68,2393,147.8
17653,hyundai i10,3.95,2013,Dealer,92000,First Owner,Petrol,Manual,20.36,1197,78.9
17654,ford fiesta,3.15,2020,Dealer,79000,First Owner,Diesel,Manual,23.5,1498,88.7
17655,tata indica,1.0,2010,Individual,70000,First Owner,Diesel,Manual,18.0,1248,75.0
17656,mahindra quanto,2.95,2013,Individual,120000,First Owner,Diesel,Manual,17.21,1493,100.0
17657,tata hexa,14.0,2018,Dealer,44000,First Owner,Diesel,Automatic,17.6,2179,153.86
17658,skoda kodiaq,38.9,2019,Dealer,4000,First Owner,Diesel,Automatic,16.25,1968,148.0
17659,maruti ertiga,8.25,2018,Dealer,21000,First Owner,Petrol,Manual,16.02,1373,93.7
17660,renault kwid,2.98,2017,Dealer,49000,First Owner,Petrol,Manual,25.17,799,53.3
17661,maruti ritz,3.15,2011,Dealer,52000,First Owner,Petrol,Manual,21.1,1197,85.8
17662,bmw 5,17.45,2013,Dealer,40500,First Owner,Diesel,Automatic,18.12,1995,190.0
17663,maruti celerio,4.1,2017,Individual,50000,First Owner,Petrol,Automatic,23.1,998,67.04
17664,volkswagen polo,3.19,2012,Dealer,58000,First Owner,Petrol,Manual,18.78,999,75.0
17665,maruti ertiga,6.16,2015,Individual,120000,First Owner,Diesel,Manual,20.77,1248,88.76
17666,ford ecosport,10.25,2018,Dealer,39000,First Owner,Diesel,Manual,21.7,1498,98.96
17667,tata nano,2.3,2015,Individual,8000,First Owner,Petrol,Automatic,21.9,624,37.48
17668,ford figo,3.75,2013,Dealer,45500,First Owner,Diesel,Manual,20.0,1399,68.05
17669,maruti alto,0.65,2006,Individual,72145,First Owner,Petrol,Manual,19.7,796,46.3
17670,toyota innova,12.5,2015,Dealer,70000,First Owner,Diesel,Manual,12.99,2494,100.0
17671,maruti swift,4.5,2015,Dealer,38000,First Owner,Petrol,Manual,21.21,1197,81.8
17672,mahindra bolero,6.35,2015,Individual,30000,First Owner,Diesel,Manual,15.96,2523,62.1
17673,toyota innova,17.99,2018,Dealer,35311,First Owner,Diesel,Manual,13.68,2393,147.51
17674,maruti wagon,4.5,2016,Dealer,24000,First Owner,Petrol,Manual,21.79,998,67.05
17675,volkswagen ameo,4.95,2017,Dealer,14000,First Owner,Petrol,Manual,17.0,1198,73.75
17676,bmw 5,29.99,2017,Dealer,18000,First Owner,Diesel,Automatic,18.12,1995,190.0
17677,honda jazz,7.25,2017,Individual,35000,First Owner,Petrol,Automatic,19.0,1199,88.7
17678,tata hexa,14.0,2018,Dealer,69000,First Owner,Diesel,Automatic,17.6,2179,153.86
17679,mercedesbenz gla,18.5,2015,Dealer,55827,First Owner,Diesel,Automatic,17.9,2143,136.0
17680,maruti swift,1.91,2014,Individual,110000,First Owner,Petrol,Manual,19.0,1197,85.8
17681,renault kwid,3.8,2017,Individual,60000,First Owner,Petrol,Automatic,24.04,999,67.0
17682,hyundai i10,3.74,2013,Dealer,19000,First Owner,Petrol,Automatic,16.95,1197,78.9
17683,ford ecosport,10.75,2018,Dealer,11000,First Owner,Petrol,Automatic,14.8,1497,121.36
17684,mahindra scorpio,5.25,2011,Dealer,82000,First Owner,Diesel,Manual,12.05,2179,120.0
17685,ford ecosport,11.25,2019,Dealer,19375,First Owner,Petrol,Automatic,14.8,1497,121.36
17686,maruti alto,2.85,2015,Dealer,22000,First Owner,Petrol,Manual,22.74,796,47.3
17687,maruti ertiga,6.51,2014,Dealer,62462,First Owner,CNG,Manual,16.8,1373,80.9
17688,maruti swift,3.65,2014,Individual,60000,First Owner,Diesel,Manual,25.2,1248,74.0
17689,volkswagen polo,5.25,2014,Dealer,62000,First Owner,Petrol,Automatic,17.21,1197,103.6
17690,honda city,7.85,2015,Dealer,31996,First Owner,Petrol,Manual,17.0,1497,118.0
17691,maruti swift,6.0,2017,Individual,70000,First Owner,Diesel,Manual,25.2,1248,74.0
17692,hyundai grand,3.6,2014,Individual,50000,First Owner,Petrol,Manual,18.9,1197,82.0
17693,hyundai eon,3.18,2018,Individual,25000,First Owner,Petrol,Manual,21.1,814,55.2
17694,maruti swift,5.1,2015,Dealer,65000,First Owner,Petrol,Manual,20.4,1197,81.8
17695,tata nexon,10.0,2018,Individual,36000,First Owner,Diesel,Manual,21.5,1497,108.5
17696,honda civic,2.15,2010,Individual,110000,First Owner,Petrol,Manual,14.8,1799,130.2
17697,maruti swift,5.7,2016,Dealer,29123,First Owner,Diesel,Manual,25.2,1248,74.0
17698,hyundai verna,9.6,2018,Individual,35000,First Owner,Diesel,Manual,22.0,1582,126.2
17699,toyota corolla,4.2,2011,Dealer,65000,First Owner,Petrol,Manual,14.53,1798,138.1
17700,tata tiago,4.25,2017,Individual,15000,First Owner,Petrol,Manual,23.84,1199,84.0
17701,hyundai sonata,8.3,2014,Dealer,39000,First Owner,Petrol,Automatic,12.37,2359,198.25
17702,honda city,6.25,2015,Dealer,71000,First Owner,Diesel,Manual,26.0,1498,98.6
17703,honda crv,8.9,2013,Dealer,82000,First Owner,Petrol,Automatic,13.1,1997,141.1
17704,honda civic,2.9,2008,Dealer,66000,First Owner,Petrol,Automatic,12.9,1799,130.0
17705,maruti ritz,2.65,2016,Individual,200000,First Owner,Petrol,Manual,18.5,1197,85.8
17706,chevrolet beat,2.65,2011,Dealer,63300,First Owner,Petrol,Manual,18.6,1199,79.4
17707,maruti ritz,3.65,2012,Dealer,119345,First Owner,Diesel,Manual,21.1,1248,73.9
17708,bmw 5,16.75,2012,Dealer,72133,First Owner,Diesel,Automatic,16.73,2993,218.0
17709,maruti baleno,7.6,2018,Dealer,50000,First Owner,Diesel,Manual,27.39,1248,74.0
17710,maruti alto,2.0,2014,Individual,30000,First Owner,Petrol,Manual,22.74,796,47.3
17711,tata tiago,4.0,2017,Dealer,51171,First Owner,Diesel,Manual,27.28,1047,69.0
17712,toyota etios,4.2,2015,Individual,35000,First Owner,Petrol,Manual,17.71,1197,78.9
17713,hyundai eon,2.5,2013,Dealer,70670,First Owner,Petrol,Manual,21.1,814,55.2
17714,maruti ciaz,9.0,2020,Individual,5000,First Owner,Diesel,Manual,26.32,1498,93.87
17715,audi a4,18.9,2016,Dealer,30000,First Owner,Petrol,Automatic,17.84,1395,147.51
17716,hyundai i20,6.0,2019,Individual,10000,First Owner,Petrol,Manual,18.6,1197,81.86
17717,maruti swift,3.95,2017,Dealer,75000,First Owner,Diesel,Manual,28.4,1248,74.02
17718,skoda rapid,9.5,2019,Individual,20000,First Owner,Petrol,Automatic,14.84,1598,103.2
17719,mercedesbenz cclass,11.75,2013,Dealer,60500,First Owner,Diesel,Automatic,19.27,2143,170.0
17720,honda city,3.4,2010,Dealer,78000,First Owner,Petrol,Manual,17.0,1497,118.0
17721,bmw 5,16.0,2012,Individual,32000,First Owner,Diesel,Automatic,18.48,1995,177.0
17722,hyundai i20,5.85,2017,Individual,50000,First Owner,Petrol,Manual,18.6,1197,81.83
17723,hyundai i10,2.2,2010,Individual,25000,First Owner,Petrol,Manual,20.36,1197,78.9
17724,mahindra marazzo,11.5,2018,Individual,25000,First Owner,Diesel,Manual,17.3,1497,121.0
17725,maruti vitara,9.5,2018,Dealer,34533,First Owner,Diesel,Automatic,24.3,1248,88.5
17726,bmw 3,10.95,2013,Dealer,46000,First Owner,Diesel,Automatic,18.88,1995,184.0
17727,audi q3,27.0,2016,Dealer,44247,First Owner,Diesel,Automatic,15.73,1968,174.33
17728,hyundai i10,4.25,2014,Dealer,45000,First Owner,Petrol,Manual,19.81,1086,68.05
17729,honda mobilio,5.5,2016,Individual,90000,First Owner,Petrol,Manual,17.3,1497,117.3
17730,renault duster,6.35,2014,Dealer,73000,First Owner,Diesel,Manual,19.01,1461,108.45
17731,maruti celerio,4.99,2016,Dealer,71000,First Owner,Diesel,Manual,27.62,793,47.0
17732,maruti swift,5.0,2019,Individual,25000,First Owner,Petrol,Manual,21.21,1197,81.8
17733,skoda octavia,10.0,2015,Dealer,61348,First Owner,Diesel,Automatic,19.3,1968,141.0
17734,honda amaze,5.0,2013,Dealer,78000,First Owner,Petrol,Automatic,15.5,1198,86.7
17735,hyundai verna,11.5,2018,Dealer,33000,First Owner,Petrol,Manual,17.7,1497,113.42
17736,honda wrv,7.0,2017,Individual,80000,First Owner,Petrol,Manual,17.5,1199,88.7
17737,maruti swift,5.5,2014,Individual,40000,First Owner,Diesel,Manual,23.4,1248,74.0
17738,hyundai creta,9.3,2017,Dealer,50000,First Owner,Petrol,Manual,13.0,1591,121.3
17739,volkswagen polo,9.75,2019,Dealer,7121,First Owner,Petrol,Automatic,17.21,1197,103.5
17740,maruti ciaz,8.0,2015,Individual,40000,First Owner,Diesel,Manual,26.21,1248,88.5
17741,toyota innova,20.25,2017,Individual,45000,First Owner,Diesel,Manual,13.68,2393,147.8
17742,maruti vitara,7.8,2016,Dealer,67000,First Owner,Diesel,Manual,24.3,1248,88.5
17743,chevrolet beat,1.89,2013,Dealer,68785,First Owner,Diesel,Manual,25.44,936,57.6
17744,maruti wagon,1.1,2010,Dealer,65000,First Owner,Petrol,Manual,18.9,998,67.1
17745,hyundai verna,3.9,2011,Dealer,57501,First Owner,Diesel,Manual,22.32,1582,126.3
17746,toyota innova,7.49,2012,Dealer,105000,First Owner,Diesel,Manual,12.8,2494,102.0
17747,volkswagen polo,4.0,2014,Individual,50000,First Owner,Diesel,Manual,20.14,1498,88.8
17748,mahindra bolero,6.0,2014,Individual,140000,First Owner,Diesel,Manual,15.96,2523,62.1
17749,hyundai i20,7.5,2017,Dealer,18000,First Owner,Petrol,Manual,18.6,1197,81.83
17750,mahindra bolero,3.9,2013,Individual,65000,First Owner,Diesel,Manual,15.96,2523,62.1
17751,tata sumo,2.72,2013,Individual,160000,First Owner,Diesel,Manual,15.3,2956,83.83
17752,maruti swift,5.3,2016,Individual,60000,First Owner,Diesel,Manual,26.59,1248,74.0
17753,maruti swift,3.6,2012,Individual,120000,First Owner,Diesel,Manual,22.9,1248,74.0
17754,honda city,6.9,2015,Individual,56000,First Owner,Diesel,Manual,25.1,1498,98.6
17755,hyundai i20,6.75,2015,Dealer,47000,First Owner,Diesel,Manual,21.19,1396,88.73
17756,hyundai i10,3.5,2016,Individual,40000,First Owner,Petrol,Manual,19.81,1086,68.05
17757,hyundai i20,3.75,2010,Dealer,64000,First Owner,Petrol,Manual,18.5,1197,80.0
17758,maruti swift,6.0,2019,Individual,5000,First Owner,Petrol,Manual,21.21,1197,81.8
17759,hyundai eon,2.55,2012,Dealer,50169,First Owner,Petrol,Manual,21.1,814,55.2
17760,bmw 3,9.95,2012,Dealer,66000,First Owner,Diesel,Automatic,16.07,1995,181.0
17761,honda city,8.0,2015,Individual,20000,First Owner,Petrol,Automatic,18.0,1497,117.3
17762,honda brio,3.39,2015,Dealer,50000,First Owner,Petrol,Manual,19.4,1198,86.8
17763,hyundai venue,11.99,2019,Dealer,21000,First Owner,Petrol,Automatic,18.15,998,118.35
17764,nissan micra,2.35,2012,Dealer,75000,First Owner,Petrol,Manual,18.06,1198,75.0
17765,toyota corolla,9.0,2017,Individual,25000,First Owner,Petrol,Automatic,14.28,1798,138.03
17766,mahindra xuv500,11.35,2016,Individual,35000,First Owner,Diesel,Manual,16.0,2179,140.0
17767,volkswagen vento,5.9,2013,Dealer,49000,First Owner,Petrol,Manual,16.09,1598,103.2
17768,chevrolet aveo,1.1,2009,Individual,174000,First Owner,Petrol,Manual,15.26,1150,74.9
17769,mercedesbenz sclass,24.5,2012,Dealer,58000,First Owner,Diesel,Automatic,13.5,2987,254.79
17770,ford ecosport,8.6,2018,Individual,40000,First Owner,Petrol,Manual,17.0,1497,121.31
17771,chevrolet beat,1.5,2012,Individual,53000,First Owner,Diesel,Manual,25.44,936,57.6
17772,maruti celerio,4.75,2017,Dealer,28960,First Owner,Petrol,Automatic,23.1,998,67.04
17773,volkswagen vento,3.5,2013,Individual,80000,First Owner,Petrol,Manual,15.04,1598,103.6
17774,maruti vitara,9.5,2018,Individual,30000,First Owner,Diesel,Manual,24.3,1248,88.5
17775,hyundai creta,12.0,2018,Individual,50000,First Owner,Diesel,Manual,19.67,1582,126.2
17776,mahindra xuv500,12.85,2017,Dealer,51524,First Owner,Diesel,Manual,16.0,1997,140.0
17777,maruti baleno,7.9,2017,Individual,40000,First Owner,Petrol,Manual,21.4,1197,83.1
17778,maruti ciaz,7.1,2017,Dealer,59000,First Owner,Petrol,Automatic,19.12,1373,91.1
17779,nissan terrano,6.75,2016,Dealer,88694,First Owner,Diesel,Manual,20.45,1461,83.8
17780,ford ecosport,9.45,2018,Dealer,22506,First Owner,Petrol,Manual,17.0,1497,121.31
17781,hyundai verna,7.25,2016,Dealer,40125,First Owner,Petrol,Manual,17.01,1591,121.3
17782,honda brio,4.45,2014,Dealer,59000,First Owner,Petrol,Manual,19.4,1198,86.8
17783,hyundai grand,4.5,2018,Individual,35000,First Owner,Petrol,Manual,18.9,1197,81.86
17784,hyundai santro,4.6,2019,Individual,10000,First Owner,Petrol,Manual,20.3,1086,68.0
17785,honda city,6.0,2010,Individual,25000,First Owner,Petrol,Automatic,16.8,1497,118.0
17786,maruti swift,7.5,2017,Dealer,79224,First Owner,Diesel,Automatic,28.4,1248,74.02
17787,tata indica,1.3,2016,Individual,157000,First Owner,Diesel,Manual,25.0,1405,69.0
17788,hyundai grand,6.49,2018,Dealer,15918,First Owner,Petrol,Automatic,18.9,1197,81.86
17789,hyundai verna,6.25,2015,Dealer,80730,First Owner,Diesel,Manual,23.9,1582,126.2
17790,skoda rapid,4.0,2013,Individual,70000,First Owner,Diesel,Manual,20.5,1598,103.6
17791,ford figo,4.45,2015,Dealer,67362,First Owner,Diesel,Manual,20.0,1399,68.05
17792,volkswagen vento,2.0,2011,Individual,145000,First Owner,Diesel,Manual,20.54,1598,103.6
17793,honda brio,3.75,2012,Dealer,30000,First Owner,Petrol,Manual,18.4,1198,86.8
17794,hyundai i20,4.5,2012,Individual,113000,First Owner,Diesel,Manual,23.0,1396,90.0
17795,mahindra scorpio,9.0,2015,Individual,110000,First Owner,Diesel,Manual,15.4,1997,120.0
17796,renault kwid,3.85,2017,Dealer,12000,First Owner,Petrol,Manual,23.01,999,67.0
17797,ford figo,3.45,2013,Dealer,51000,First Owner,Diesel,Manual,20.0,1399,68.0
17798,maruti alto,2.99,2018,Trustmark Dealer,31243,First Owner,CNG,Manual,24.65,796,40.3
17799,hyundai i20,7.0,2020,Individual,20000,First Owner,Petrol,Automatic,19.65,1197,86.8
17800,volkswagen tiguan,26.5,2017,Dealer,25000,First Owner,Diesel,Automatic,16.65,1968,141.0
17801,maruti swift,5.3,2015,Individual,35000,First Owner,Petrol,Manual,20.85,1197,83.14
17802,hyundai i10,1.85,2010,Dealer,70000,First Owner,Petrol,Manual,19.81,1086,68.05
17803,maruti swift,5.8,2018,Individual,18000,First Owner,Petrol,Manual,22.0,1197,81.8
17804,tata tiago,5.45,2018,Dealer,35505,First Owner,Petrol,Manual,23.84,1199,84.0
17805,lexus rx,80.0,2016,Dealer,17272,First Owner,Petrol,Automatic,18.8,3456,259.0
17806,hyundai i20,7.0,2016,Individual,60000,First Owner,Diesel,Manual,22.54,1396,88.73
17807,toyota innova,14.0,2015,Individual,160000,First Owner,Diesel,Manual,12.99,2494,100.6
17808,maruti alto,1.35,2010,Individual,70000,First Owner,Petrol,Manual,19.7,796,46.3
17809,honda mobilio,5.89,2016,Trustmark Dealer,64984,First Owner,Petrol,Manual,17.3,1497,117.3
17810,maruti alto,2.3,2012,Individual,90000,First Owner,Petrol,Manual,20.92,998,67.1
17811,tata nano,0.7,2012,Individual,25000,First Owner,Petrol,Manual,25.4,624,37.48
17812,maruti alto,1.75,2006,Dealer,56000,First Owner,Petrol,Manual,19.7,796,46.3
17813,mahindra xuv500,8.25,2013,Dealer,95000,First Owner,Diesel,Manual,15.1,2179,140.0
17814,hyundai grand,3.2,2014,Individual,46000,First Owner,Diesel,Manual,24.0,1120,70.0
17815,maruti swift,7.5,2017,Individual,90000,First Owner,Petrol,Automatic,21.21,1197,81.8
17816,datsun redigo,2.7,2018,Dealer,18628,First Owner,Petrol,Automatic,22.5,999,67.0
17817,hyundai verna,12.0,2018,Individual,30000,First Owner,Diesel,Automatic,22.0,1582,126.2
17818,tata sumo,2.25,2009,Individual,60000,First Owner,Diesel,Manual,14.4,2179,120.0
17819,tata indigo,1.5,2010,Dealer,75000,First Owner,Petrol,Manual,15.64,1193,64.1
17820,mahindra thar,8.25,2016,Dealer,5000,First Owner,Diesel,Manual,16.55,2498,105.0
17821,honda amaze,3.95,2015,Dealer,92707,First Owner,Diesel,Manual,25.8,1498,98.6
17822,ford ecosport,4.25,2014,Dealer,78000,First Owner,Diesel,Manual,22.7,1498,89.84
17823,mahindra renault,2.0,2010,Individual,5000,First Owner,Petrol,Manual,15.7,1390,75.0
17824,honda amaze,6.5,2019,Dealer,15787,First Owner,Petrol,Manual,18.0,1198,86.7
17825,maruti ertiga,6.25,2015,Dealer,68532,First Owner,CNG,Manual,16.8,1373,80.9
17826,honda city,5.91,2014,Dealer,56664,First Owner,Diesel,Manual,25.6,1498,97.9
17827,hyundai eon,1.65,2012,Individual,10000,First Owner,Petrol,Manual,21.1,814,55.2
17828,maruti ritz,2.05,2013,Individual,100000,First Owner,Diesel,Manual,23.2,1248,73.94
17829,toyota fortuner,36.5,2020,Dealer,29000,First Owner,Diesel,Automatic,12.9,2755,174.5
17830,mahindra xuv500,12.5,2017,Dealer,112000,First Owner,Diesel,Manual,16.0,2179,140.0
17831,renault duster,5.5,2014,Individual,179000,First Owner,Diesel,Manual,19.01,1461,108.45
17832,maruti alto,1.0,2006,Individual,70000,First Owner,Petrol,Manual,19.7,796,46.3
17833,fiat grande,1.5,2010,Dealer,30000,First Owner,Petrol,Manual,15.8,1172,67.1
17834,toyota innova,22.0,2019,Dealer,31000,First Owner,Diesel,Manual,13.68,2393,147.51
17835,ford figo,2.85,2014,Dealer,67700,First Owner,Diesel,Manual,20.0,1399,68.05
17836,nissan terrano,5.0,2014,Dealer,69200,First Owner,Diesel,Manual,19.01,1461,108.5
17837,tata sumo,1.68,2009,Individual,120000,First Owner,Diesel,Manual,14.4,2179,120.0
17838,tata nano,1.35,2016,Dealer,25000,First Owner,Petrol,Manual,23.9,624,37.48
17839,hyundai i20,4.2,2011,Dealer,77590,First Owner,Diesel,Manual,21.9,1396,90.0
17840,honda city,9.4,2017,Dealer,54000,First Owner,Petrol,Automatic,18.0,1497,117.3
17841,mahindra thar,9.0,2018,Dealer,45000,First Owner,Diesel,Manual,16.55,2498,105.0
17842,maruti swift,3.6,2012,Individual,68600,First Owner,Diesel,Manual,28.4,1248,74.02
17843,maruti ciaz,7.45,2017,Dealer,47000,First Owner,Diesel,Manual,28.09,1248,88.5
17844,honda amaze,4.75,2017,Dealer,33033,First Owner,Petrol,Manual,17.8,1198,86.7
17845,honda jazz,8.25,2019,Dealer,12000,First Owner,Petrol,Manual,18.7,1199,88.7
17846,honda jazz,10.1,2018,Dealer,19023,First Owner,Diesel,Manual,27.3,1498,98.6
17847,bmw 7,19.5,2011,Individual,70000,First Owner,Diesel,Automatic,14.49,2993,258.0
17848,maruti celerio,4.49,2014,Dealer,29000,First Owner,Petrol,Automatic,23.1,998,67.04
17849,bmw 5,31.0,2017,Dealer,24000,First Owner,Diesel,Automatic,22.48,1995,187.74
17850,bmw 5,26.0,2013,Dealer,43000,First Owner,Diesel,Automatic,18.12,1995,190.0
17851,toyota innova,11.5,2015,Dealer,163000,First Owner,Diesel,Manual,12.8,2494,102.0
17852,maruti vitara,7.25,2016,Dealer,69919,First Owner,Diesel,Manual,24.3,1248,88.5
17853,volkswagen polo,6.99,2016,Dealer,32555,First Owner,Petrol,Automatic,17.21,1197,103.5
17854,hyundai elantra,11.25,2018,Dealer,22000,First Owner,Petrol,Manual,14.59,1999,149.92
17855,tata indigo,1.75,2008,Individual,90000,First Owner,Diesel,Manual,19.09,1396,69.0
17856,tata sumo,6.0,2017,Individual,50000,First Owner,Diesel,Manual,14.07,2956,69.01
17857,mahindra scorpio,8.0,2015,Individual,100000,First Owner,Diesel,Manual,15.4,2523,75.0
17858,toyota innova,11.79,2015,Dealer,172000,First Owner,Diesel,Manual,12.99,2494,100.0
17859,honda city,8.49,2018,Dealer,29000,First Owner,Petrol,Manual,17.4,1497,117.6
17860,honda jazz,4.5,2016,Dealer,56214,First Owner,Diesel,Manual,27.3,1498,98.6
17861,hyundai i20,6.0,2017,Individual,70650,First Owner,Petrol,Manual,18.6,1197,81.83
17862,hyundai i20,6.5,2018,Individual,90000,First Owner,Diesel,Manual,22.54,1396,88.76
17863,bmw 3,20.25,2016,Dealer,57001,First Owner,Diesel,Automatic,18.88,1995,184.0
17864,mercedesbenz gla,30.0,2018,Individual,25000,First Owner,Petrol,Automatic,13.7,1991,183.0
17865,maruti wagon,2.9,2012,Dealer,54000,First Owner,Petrol,Manual,18.9,998,67.1
17866,maruti alto,1.8,2010,Individual,100000,First Owner,Petrol,Manual,19.7,796,46.3
17867,hyundai santro,5.0,2019,Individual,8000,First Owner,Petrol,Manual,20.3,1086,68.0
17868,maruti sx4,3.89,2012,Dealer,84383,First Owner,Petrol,Manual,15.5,1586,103.3
17869,mahindra bolero,3.78,2011,Dealer,73625,First Owner,Diesel,Manual,13.6,2523,63.0
17870,volkswagen ameo,5.95,2016,Dealer,44121,First Owner,Petrol,Manual,17.0,1198,73.75
17871,mercedesbenz cclass,8.5,2011,Dealer,40000,First Owner,Petrol,Automatic,11.74,1796,186.0
17872,hyundai elantra,9.5,2012,Individual,90000,First Owner,Diesel,Manual,22.7,1582,126.24
17873,ford ecosport,5.9,2016,Dealer,62131,First Owner,Diesel,Manual,21.7,1498,98.96
17874,volkswagen polo,8.5,2019,Dealer,23441,First Owner,Diesel,Manual,20.14,1498,88.5
17875,hyundai eon,2.65,2014,Dealer,60000,First Owner,Petrol,Manual,21.1,814,55.2
17876,mahindra kuv,4.5,2016,Dealer,23521,First Owner,Petrol,Manual,18.15,1198,82.0
17877,ford ecosport,8.0,2015,Individual,55375,First Owner,Diesel,Manual,22.77,1498,98.59
17878,toyota innova,19.5,2018,Dealer,37000,First Owner,Diesel,Automatic,11.36,2755,171.5
17879,fiat palio,1.66,2007,Dealer,77576,First Owner,Diesel,Manual,13.8,1248,75.0
17880,hyundai i10,3.0,2014,Dealer,27123,First Owner,Petrol,Manual,20.36,1197,78.9
17881,hyundai grand,4.95,2015,Dealer,29000,First Owner,Petrol,Manual,18.9,1197,82.0
17882,hyundai grand,5.0,2014,Individual,40000,First Owner,Petrol,Manual,18.9,1197,82.0
17883,maruti swift,6.2,2018,Individual,16000,First Owner,Petrol,Automatic,22.0,1197,81.8
17884,maruti alto,2.7,2014,Individual,20000,First Owner,Petrol,Manual,23.95,998,67.05
17885,maruti ertiga,8.0,2015,Dealer,40000,First Owner,Diesel,Manual,24.52,1248,88.5
17886,maruti swift,5.85,2015,Dealer,127000,First Owner,Diesel,Manual,28.4,1248,74.0
17887,hyundai xcent,4.0,2016,Individual,100000,First Owner,Diesel,Manual,24.4,1120,71.0
17888,maruti ritz,2.5,2012,Individual,110000,First Owner,Diesel,Manual,23.2,1248,73.94
17889,hyundai elantra,9.35,2016,Dealer,46000,First Owner,Diesel,Automatic,22.7,1582,126.2
17890,maruti swift,6.3,2019,Individual,50000,First Owner,Petrol,Manual,21.21,1197,81.8
17891,maruti swift,5.6,2014,Individual,87500,First Owner,Diesel,Manual,23.4,1248,74.0
17892,mahindra xuv500,8.25,2012,Dealer,120456,First Owner,Diesel,Manual,15.1,2179,140.0
17893,honda city,5.0,2013,Dealer,65000,First Owner,Petrol,Manual,17.0,1497,118.0
17894,audi a6,18.5,2012,Dealer,33000,First Owner,Diesel,Automatic,17.68,1968,174.33
17895,maruti ciaz,6.25,2016,Dealer,49000,First Owner,Diesel,Manual,26.21,1248,88.5
17896,hyundai i10,2.7,2013,Dealer,83677,First Owner,Petrol,Manual,19.81,1086,68.05
17897,maruti swift,5.85,2015,Trustmark Dealer,43290,First Owner,Petrol,Manual,20.85,1197,83.14
17898,hyundai i20,4.6,2014,Individual,44000,First Owner,Diesel,Manual,22.54,1396,88.73
17899,maruti ertiga,7.5,2016,Dealer,25000,First Owner,Diesel,Manual,24.52,1248,88.5
17900,volkswagen vento,3.9,2013,Dealer,66000,First Owner,Diesel,Manual,22.27,1498,108.6
17901,hyundai verna,7.0,2015,Dealer,75000,First Owner,Petrol,Automatic,15.74,1591,121.3
17902,mini cooper,18.75,2015,Dealer,34000,First Owner,Diesel,Automatic,16.6,1998,112.0
17903,maruti celerio,4.35,2015,Dealer,76400,First Owner,Petrol,Automatic,23.1,998,67.04
17904,hyundai i20,2.75,2009,Dealer,85000,First Owner,Petrol,Manual,17.0,1197,80.0
17905,maruti zen,1.7,2010,Individual,100000,First Owner,Petrol,Manual,19.0,998,67.1
17906,mercedesbenz eclass,10.45,2011,Dealer,57000,First Owner,Diesel,Automatic,14.21,2143,203.0
17907,maruti eeco,4.1,2020,Individual,8200,First Owner,Petrol,Manual,16.11,1196,72.42
17908,hyundai i20,4.35,2012,Dealer,74508,First Owner,Diesel,Manual,22.54,1396,88.73
17909,nissan micra,2.75,2014,Individual,40000,First Owner,Petrol,Manual,19.69,1198,67.04
17910,hyundai santa,11.0,2014,Dealer,58272,First Owner,Diesel,Manual,14.74,2199,194.3
17911,toyota innova,19.95,2017,Dealer,36000,First Owner,Diesel,Automatic,11.36,2755,171.5
17912,honda city,12.0,2018,Dealer,5925,First Owner,Petrol,Manual,17.4,1497,117.6
17913,maruti sx4,4.65,2012,Dealer,79000,First Owner,Diesel,Manual,21.5,1248,88.8
17914,jaguar xf,28.5,2015,Dealer,80000,First Owner,Diesel,Automatic,16.36,2179,187.7
